"","ID","Gene_Symbol","Gene_Title","Entrez_Gene_ID"
"HEEBO-041-HCC41N20","HEEBO-041-HCC41N20","ITFG3","integrin alpha FG-GAP repeat containing 3",83986
"HEEBO-041-HCC41N21","HEEBO-041-HCC41N21","BFSP2","beaded filament structural protein 2, phakinin",8419
"HEEBO-041-HCC41N22","HEEBO-041-HCC41N22","TMEM79","transmembrane protein 79",84283
"HEEBO-041-HCC41N23","HEEBO-041-HCC41N23","MON1A","MON1 homolog A (yeast)",84315
"HEEBO-041-HCC41N24","HEEBO-041-HCC41N24","ACBD6","acyl-CoA binding domain containing 6",84320
"HEEBO-041-HCC41N3","HEEBO-041-HCC41N3","C11orf49","chromosome 11 open reading frame 49",79096
"HEEBO-041-HCC41N5","HEEBO-041-HCC41N5","RDBP","RD RNA binding protein",7936
"HEEBO-041-HCC41N6","HEEBO-041-HCC41N6","RIC3","resistance to inhibitors of cholinesterase 3 homolog (C. elegans)",79608
"HEEBO-041-HCC41N7","HEEBO-041-HCC41N7","","",NA
"HEEBO-041-HCC41N8","HEEBO-041-HCC41N8","##noname##","Transcribed locus",NA
"HEEBO-041-HCC41N9","HEEBO-041-HCC41N9","LHX3","LIM homeobox 3",8022
"HEEBO-041-HCC41O1","HEEBO-041-HCC41O1","ABLIM2","actin binding LIM protein family, member 2",84448
"HEEBO-041-HCC41O10","HEEBO-041-HCC41O10","SCRT2","scratch homolog 2, zinc finger protein (Drosophila)",85508
"HEEBO-041-HCC41O12","HEEBO-041-HCC41O12","SNAP23","synaptosomal-associated protein, 23kDa",8773
"HEEBO-041-HCC41O13","HEEBO-041-HCC41O13","TNFRSF10C","tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain",8794
"HEEBO-041-HCC41O14","HEEBO-041-HCC41O14","SQSTM1","sequestosome 1",8878
"HEEBO-041-HCC41O15","HEEBO-041-HCC41O15","KLHL6","kelch-like 6 (Drosophila)",89857
"HEEBO-041-HCC41O16","HEEBO-041-HCC41O16","WFDC8","WAP four-disulfide core domain 8",90199
"HEEBO-041-HCC41O17","HEEBO-041-HCC41O17","CD5","CD5 molecule",921
"HEEBO-041-HCC41O19","HEEBO-041-HCC41O19","SPSB4","splA/ryanodine receptor domain and SOCS box containing 4",92369
"HEEBO-041-HCC41O2","HEEBO-041-HCC41O2","DSCR8","Down syndrome critical region gene 8",NA
"HEEBO-041-HCC41O20","HEEBO-041-HCC41O20","GTF3C3","general transcription factor IIIC, polypeptide 3, 102kDa",9330
"HEEBO-041-HCC41O21","HEEBO-041-HCC41O21","RAB33A","RAB33A, member RAS oncogene family",9363
"HEEBO-041-HCC41O22","HEEBO-041-HCC41O22","COG1","component of oligomeric golgi complex 1",9382
"HEEBO-041-HCC41O23","HEEBO-041-HCC41O23","SLC22A14","solute carrier family 22, member 14",9389
"HEEBO-041-HCC41O3","HEEBO-041-HCC41O3","NCRNA00260","Non-protein coding RNA 260",NA
"HEEBO-041-HCC41O4","HEEBO-041-HCC41O4","LRCH3","leucine-rich repeats and calponin homology (CH) domain containing 3",84859
"HEEBO-041-HCC41O5","HEEBO-041-HCC41O5","CCDC142","coiled-coil domain containing 142",84865
"HEEBO-041-HCC41O7","HEEBO-041-HCC41O7","LOC84989","uncharacterized LOC84989",84989
"HEEBO-041-HCC41O8","HEEBO-041-HCC41O8","RBM17","RNA binding motif protein 17",84991
"HEEBO-041-HCC41O9","HEEBO-041-HCC41O9","","",NA
"HEEBO-041-HCC41P10","HEEBO-041-HCC41P10","ABCC9","ATP-binding cassette, sub-family C (CFTR/MRP), member 9",10060
"HEEBO-041-HCC41P11","HEEBO-041-HCC41P11","HHLA1","HERV-H LTR-associating 1",10086
"HEEBO-041-HCC41P12","HEEBO-041-HCC41P12","TSFM","Ts translation elongation factor, mitochondrial",10102
"HEEBO-041-HCC41P13","HEEBO-041-HCC41P13","ARL4C","ADP-ribosylation factor-like 4C",10123
"HEEBO-041-HCC41P14","HEEBO-041-HCC41P14","CLEC3A","C-type lectin domain family 3, member A",10143
"HEEBO-041-HCC41P15","HEEBO-041-HCC41P15","CACNG2","calcium channel, voltage-dependent, gamma subunit 2",10369
"HEEBO-041-HCC41P16","HEEBO-041-HCC41P16","ARIH2","ariadne homolog 2 (Drosophila)",10425
"HEEBO-041-HCC41P17","HEEBO-041-HCC41P17","TMEM147","transmembrane protein 147",10430
"HEEBO-041-HCC41P18","HEEBO-041-HCC41P18","NOP56","NOP56 ribonucleoprotein homolog (yeast)",10528
"HEEBO-041-HCC41P19","HEEBO-041-HCC41P19","TAF6L","TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",10629
"HEEBO-041-HCC41P20","HEEBO-041-HCC41P20","CETP","cholesteryl ester transfer protein, plasma",1071
"HEEBO-041-HCC41P23","HEEBO-041-HCC41P23","DIDO1","death inducer-obliterator 1",11083
"HEEBO-041-HCC41P4","HEEBO-041-HCC41P4","WSCD2","WSC domain containing 2",9671
"HEEBO-041-HCC41P5","HEEBO-041-HCC41P5","KDM4A","lysine (K)-specific demethylase 4A",9682
"HEEBO-041-HCC41P6","HEEBO-041-HCC41P6","RNF40","ring finger protein 40",9810
"HEEBO-041-HCC41P7","HEEBO-041-HCC41P7","TLK1","tousled-like kinase 1",9874
"HEEBO-041-HCC41P9","HEEBO-041-HCC41P9","SNX21","sorting nexin family member 21",90203
"HEEBO-042-HCC42A1","HEEBO-042-HCC42A1","LOC113230","uncharacterized LOC113230",113230
"HEEBO-042-HCC42A10","HEEBO-042-HCC42A10","C17orf49","chromosome 17 open reading frame 49",124944
"HEEBO-042-HCC42A11","HEEBO-042-HCC42A11","C17orf76-AS1","C17orf76 antisense RNA 1 (non-protein coding)",125144
"HEEBO-042-HCC42A12","HEEBO-042-HCC42A12","WDR64","WD repeat domain 64",128025
"HEEBO-042-HCC42A13","HEEBO-042-HCC42A13","AP1S3","adaptor-related protein complex 1, sigma 3 subunit",130340
"HEEBO-042-HCC42A15","HEEBO-042-HCC42A15","HAPLN1","hyaluronan and proteoglycan link protein 1",1404
"HEEBO-042-HCC42A18","HEEBO-042-HCC42A18","ATXN1L","ataxin 1-like",342371
"HEEBO-042-HCC42A19","HEEBO-042-HCC42A19","C17orf56","chromosome 17 open reading frame 56",146705
"HEEBO-042-HCC42A20","HEEBO-042-HCC42A20","STARD6","StAR-related lipid transfer (START) domain containing 6",147323
"HEEBO-042-HCC42A21","HEEBO-042-HCC42A21","ZNF784","zinc finger protein 784",147808
"HEEBO-042-HCC42A22","HEEBO-042-HCC42A22","FAM71A","family with sequence similarity 71, member A",149647
"HEEBO-042-HCC42A23","HEEBO-042-HCC42A23","TMEM185B","transmembrane protein 185B",79134
"HEEBO-042-HCC42A24","HEEBO-042-HCC42A24","CTSK","cathepsin K",1513
"HEEBO-042-HCC42A3","HEEBO-042-HCC42A3","WDR17","WD repeat domain 17",116966
"HEEBO-042-HCC42A4","HEEBO-042-HCC42A4","ISCA2","iron-sulfur cluster assembly 2 homolog (S. cerevisiae)",122961
"HEEBO-042-HCC42A5","HEEBO-042-HCC42A5","TMEM219","transmembrane protein 219",124446
"HEEBO-042-HCC42A6","HEEBO-042-HCC42A6","EARS2","glutamyl-tRNA synthetase 2, mitochondrial (putative)",124454
"HEEBO-042-HCC42A7","HEEBO-042-HCC42A7","C17orf46","chromosome 17 open reading frame 46",124783
"HEEBO-042-HCC42A8","HEEBO-042-HCC42A8","WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",124857
"HEEBO-042-HCC42B10","HEEBO-042-HCC42B10","EEF1B2","eukaryotic translation elongation factor 1 beta 2",1933
"HEEBO-042-HCC42B11","HEEBO-042-HCC42B11","EFNA3","ephrin-A3",1944
"HEEBO-042-HCC42B12","HEEBO-042-HCC42B12","DNHD1","dynein heavy chain domain 1",144132
"HEEBO-042-HCC42B14","HEEBO-042-HCC42B14","##noname##","Transcribed locus, moderately similar to XP_531217.1 PREDICTED: hypothetical protein [Pan troglodytes]",NA
"HEEBO-042-HCC42B15","HEEBO-042-HCC42B15","ABCA3","ATP-binding cassette, sub-family A (ABC1), member 3",21
"HEEBO-042-HCC42B16","HEEBO-042-HCC42B16","ETV1","ets variant 1",2115
"HEEBO-042-HCC42B19","HEEBO-042-HCC42B19","TMEM218","transmembrane protein 218",219854
"HEEBO-042-HCC42B2","HEEBO-042-HCC42B2","DAP","death-associated protein",1611
"HEEBO-042-HCC42B20","HEEBO-042-HCC42B20","EFEMP1","EGF containing fibulin-like extracellular matrix protein 1",2202
"HEEBO-042-HCC42B22","HEEBO-042-HCC42B22","ETV1","ets variant 1",2115
"HEEBO-042-HCC42B23","HEEBO-042-HCC42B23","KLRC4-KLRK1","KLRC4-KLRK1 readthrough",100528032
"HEEBO-042-HCC42B24","HEEBO-042-HCC42B24","NMNAT2","nicotinamide nucleotide adenylyltransferase 2",23057
"HEEBO-042-HCC42B4","HEEBO-042-HCC42B4","DENND2C","DENN/MADD domain containing 2C",163259
"HEEBO-042-HCC42B5","HEEBO-042-HCC42B5","DCN","decorin",1634
"HEEBO-042-HCC42B8","HEEBO-042-HCC42B8","GSX2","GS homeobox 2",170825
"HEEBO-042-HCC42B9","HEEBO-042-HCC42B9","ZNF384","zinc finger protein 384",171017
"HEEBO-042-HCC42C1","HEEBO-042-HCC42C1","ZNF609","zinc finger protein 609",23060
"HEEBO-042-HCC42C10","HEEBO-042-HCC42C10","B4GALNT1","beta-1,4-N-acetyl-galactosaminyl transferase 1",2583
"HEEBO-042-HCC42C11","HEEBO-042-HCC42C11","ABTB2","ankyrin repeat and BTB (POZ) domain containing 2",25841
"HEEBO-042-HCC42C12","HEEBO-042-HCC42C12","ALS2CL","ALS2 C-terminal like",259173
"HEEBO-042-HCC42C13","HEEBO-042-HCC42C13","NAT9","N-acetyltransferase 9 (GCN5-related, putative)",26151
"HEEBO-042-HCC42C14","HEEBO-042-HCC42C14","AMELX","amelogenin, X-linked",265
"HEEBO-042-HCC42C15","HEEBO-042-HCC42C15","GDF9","growth differentiation factor 9",2661
"HEEBO-042-HCC42C16","HEEBO-042-HCC42C16","SNHG5","Small nucleolar RNA host gene 5 (non-protein coding)",NA
"HEEBO-042-HCC42C17","HEEBO-042-HCC42C17","SND1","staphylococcal nuclease and tudor domain containing 1",27044
"HEEBO-042-HCC42C18","HEEBO-042-HCC42C18","SLC39A1","solute carrier family 39 (zinc transporter), member 1",27173
"HEEBO-042-HCC42C19","HEEBO-042-HCC42C19","RBMX","RNA binding motif protein, X-linked",27316
"HEEBO-042-HCC42C2","HEEBO-042-HCC42C2","MAST2","microtubule associated serine/threonine kinase 2",23139
"HEEBO-042-HCC42C20","HEEBO-042-HCC42C20","LINC00515","long intergenic non-protein coding RNA 515",282566
"HEEBO-042-HCC42C21","HEEBO-042-HCC42C21","##noname##","Transcribed locus",NA
"HEEBO-042-HCC42C22","HEEBO-042-HCC42C22","LOC283501","Hypothetical protein LOC283501",NA
"HEEBO-042-HCC42C23","HEEBO-042-HCC42C23","VWA3A","von Willebrand factor A domain containing 3A",146177
"HEEBO-042-HCC42C24","HEEBO-042-HCC42C24","C17orf28","Chromosome 17 open reading frame 28",NA
"HEEBO-042-HCC42C3","HEEBO-042-HCC42C3","CHURC1-FNTB","CHURC1-FNTB readthrough",100529261
"HEEBO-042-HCC42C4","HEEBO-042-HCC42C4","PATZ1","POZ (BTB) and AT hook containing zinc finger 1",23598
"HEEBO-042-HCC42C5","HEEBO-042-HCC42C5","ZKSCAN5","zinc finger with KRAB and SCAN domains 5",23660
"HEEBO-042-HCC42C6","HEEBO-042-HCC42C6","KCNE4","potassium voltage-gated channel, Isk-related family, member 4",23704
"HEEBO-042-HCC42C7","HEEBO-042-HCC42C7","LACE1","lactation elevated 1",246269
"HEEBO-042-HCC42C8","HEEBO-042-HCC42C8","PELI3","pellino homolog 3 (Drosophila)",246330
"HEEBO-042-HCC42C9","HEEBO-042-HCC42C9","GABRR1","gamma-aminobutyric acid (GABA) receptor, rho 1",2569
"HEEBO-042-HCC42D1","HEEBO-042-HCC42D1","","",NA
"HEEBO-042-HCC42D11","HEEBO-042-HCC42D11","LOC286367","FP944",286367
"HEEBO-042-HCC42D12","HEEBO-042-HCC42D12","GTF3C2","general transcription factor IIIC, polypeptide 2, beta 110kDa",2976
"HEEBO-042-HCC42D14","HEEBO-042-HCC42D14","HOXA5","homeobox A5",3202
"HEEBO-042-HCC42D15","HEEBO-042-HCC42D15","BIRC5","baculoviral IAP repeat containing 5",332
"HEEBO-042-HCC42D16","HEEBO-042-HCC42D16","TAS2R60","taste receptor, type 2, member 60",338398
"HEEBO-042-HCC42D17","HEEBO-042-HCC42D17","MTMR9LP","myotubularin related protein 9-like, pseudogene",339483
"HEEBO-042-HCC42D18","HEEBO-042-HCC42D18","ICT1","immature colon carcinoma transcript 1",3396
"HEEBO-042-HCC42D19","HEEBO-042-HCC42D19","BK250D10.8","uncharacterized LOC339674",339674
"HEEBO-042-HCC42D2","HEEBO-042-HCC42D2","GDPD1","glycerophosphodiester phosphodiesterase domain containing 1",284161
"HEEBO-042-HCC42D20","HEEBO-042-HCC42D20","FLJ39061","uncharacterized protein FLJ39061",165057
"HEEBO-042-HCC42D23","HEEBO-042-HCC42D23","OVCH1","ovochymase 1",341350
"HEEBO-042-HCC42D4","HEEBO-042-HCC42D4","C1orf180","chromosome 1 open reading frame 180",439927
"HEEBO-042-HCC42D6","HEEBO-042-HCC42D6","LOC285000","uncharacterized LOC285000",285000
"HEEBO-042-HCC42D8","HEEBO-042-HCC42D8","LOC285401","uncharacterized LOC285401",285401
"HEEBO-042-HCC42D9","HEEBO-042-HCC42D9","FLJ35424","uncharacterized FLJ35424",285492
"HEEBO-042-HCC42E1","HEEBO-042-HCC42E1","C4orf11","chromosome 4 open reading frame 11",439934
"HEEBO-042-HCC42E11","HEEBO-042-HCC42E11","EIF4G3","Eukaryotic translation initiation factor 4 gamma, 3",NA
"HEEBO-042-HCC42E12","HEEBO-042-HCC42E12","##noname##","Full length insert cDNA clone ZA96G04",NA
"HEEBO-042-HCC42E13","HEEBO-042-HCC42E13","KRT85","keratin 85",3891
"HEEBO-042-HCC42E14","HEEBO-042-HCC42E14","LOC389199","uncharacterized LOC389199",389199
"HEEBO-042-HCC42E15","HEEBO-042-HCC42E15","##noname##","Transcribed locus",NA
"HEEBO-042-HCC42E2","HEEBO-042-HCC42E2","IL12A","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)",3592
"HEEBO-042-HCC42E24","HEEBO-042-HCC42E24","RHOG","ras homolog gene family, member G (rho G)",391
"HEEBO-042-HCC42E3","HEEBO-042-HCC42E3","KCNA2","potassium voltage-gated channel, shaker-related subfamily, member 2",3737
"HEEBO-042-HCC42E6","HEEBO-042-HCC42E6","ATXN7L3B","ataxin 7-like 3B",552889
"HEEBO-042-HCC42E9","HEEBO-042-HCC42E9","ZNF324B","zinc finger protein 324B",388569
"HEEBO-042-HCC42F1","HEEBO-042-HCC42F1","FOXO6","forkhead box O6",100132074
"HEEBO-042-HCC42F10","HEEBO-042-HCC42F10","##noname##","CDNA FLJ30758 fis, clone FEBRA2000491",NA
"HEEBO-042-HCC42F12","HEEBO-042-HCC42F12","PHOX2A","paired-like homeobox 2a",401
"HEEBO-042-HCC42F14","HEEBO-042-HCC42F14","##noname##","Transcribed locus, weakly similar to XP_001147792.1 PREDICTED: hypothetical protein [Pan troglodytes]",NA
"HEEBO-042-HCC42F15","HEEBO-042-HCC42F15","","",NA
"HEEBO-042-HCC42F17","HEEBO-042-HCC42F17","MAP2","microtubule-associated protein 2",4133
"HEEBO-042-HCC42F18","HEEBO-042-HCC42F18","MAP6","microtubule-associated protein 6",4135
"HEEBO-042-HCC42F2","HEEBO-042-HCC42F2","TGFB2","transforming growth factor, beta 2",7042
"HEEBO-042-HCC42F20","HEEBO-042-HCC42F20","MPI","Mannose phosphate isomerase",NA
"HEEBO-042-HCC42F21","HEEBO-042-HCC42F21","LINGO1","Leucine rich repeat and Ig domain containing 1",NA
"HEEBO-042-HCC42F22","HEEBO-042-HCC42F22","##noname##","CDNA clone IMAGE:5450631",NA
"HEEBO-042-HCC42F23","HEEBO-042-HCC42F23","UCK2","uridine-cytidine kinase 2",7371
"HEEBO-042-HCC42F24","HEEBO-042-HCC42F24","NFASC","Neurofascin",NA
"HEEBO-042-HCC42F7","HEEBO-042-HCC42F7","LHX1","LIM homeobox 1",3975
"HEEBO-042-HCC42F8","HEEBO-042-HCC42F8","MYO18A","myosin XVIIIA",399687
"HEEBO-042-HCC42F9","HEEBO-042-HCC42F9","ARL1","ADP-ribosylation factor-like 1",400
"HEEBO-042-HCC42G1","HEEBO-042-HCC42G1","LOC100506503","uncharacterized LOC100506503",100506503
"HEEBO-042-HCC42G15","HEEBO-042-HCC42G15","ASPH","aspartate beta-hydroxylase",444
"HEEBO-042-HCC42G16","HEEBO-042-HCC42G16","MTHFR","methylenetetrahydrofolate reductase (NAD(P)H)",4524
"HEEBO-042-HCC42G17","HEEBO-042-HCC42G17","MUC4","mucin 4, cell surface associated",4585
"HEEBO-042-HCC42G18","HEEBO-042-HCC42G18","MYH10","myosin, heavy chain 10, non-muscle",4628
"HEEBO-042-HCC42G19","HEEBO-042-HCC42G19","Septin 2","septin 2",4735
"HEEBO-042-HCC42G2","HEEBO-042-HCC42G2","IQCF6","IQ motif containing F6",440956
"HEEBO-042-HCC42G20","HEEBO-042-HCC42G20","NEUROD1","neurogenic differentiation 1",4760
"HEEBO-042-HCC42G21","HEEBO-042-HCC42G21","ROR2","receptor tyrosine kinase-like orphan receptor 2",4920
"HEEBO-042-HCC42G22","HEEBO-042-HCC42G22","P2RY2","purinergic receptor P2Y, G-protein coupled, 2",5029
"HEEBO-042-HCC42G23","HEEBO-042-HCC42G23","FOXP3","forkhead box P3",50943
"HEEBO-042-HCC42G3","HEEBO-042-HCC42G3","COL6A4P2","collagen, type VI, alpha 4 pseudogene 2",646300
"HEEBO-042-HCC42G4","HEEBO-042-HCC42G4","##noname##","Transcribed locus",NA
"HEEBO-042-HCC42G6","HEEBO-042-HCC42G6","##noname##","Transcribed locus",NA
"HEEBO-042-HCC42G7","HEEBO-042-HCC42G7","WDR5","WD repeat domain 5",NA
"HEEBO-042-HCC42G8","HEEBO-042-HCC42G8","GLRA4","glycine receptor, alpha 4",441509
"HEEBO-042-HCC42H10","HEEBO-042-HCC42H10","POLR2C","polymerase (RNA) II (DNA directed) polypeptide C, 33kDa",5432
"HEEBO-042-HCC42H11","HEEBO-042-HCC42H11","TERF2IP","telomeric repeat binding factor 2, interacting protein",54386
"HEEBO-042-HCC42H12","HEEBO-042-HCC42H12","TAF7L","TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa",54457
"HEEBO-042-HCC42H13","HEEBO-042-HCC42H13","SMOX","spermine oxidase",54498
"HEEBO-042-HCC42H14","HEEBO-042-HCC42H14","NDFIP2","Nedd4 family interacting protein 2",54602
"HEEBO-042-HCC42H15","HEEBO-042-HCC42H15","ORAI2","ORAI calcium release-activated calcium modulator 2",80228
"HEEBO-042-HCC42H16","HEEBO-042-HCC42H16","MKS1","Meckel syndrome, type 1",54903
"HEEBO-042-HCC42H17","HEEBO-042-HCC42H17","CCDC40","coiled-coil domain containing 40",55036
"HEEBO-042-HCC42H18","HEEBO-042-HCC42H18","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2",55103
"HEEBO-042-HCC42H19","HEEBO-042-HCC42H19","ZNF532","zinc finger protein 532",55205
"HEEBO-042-HCC42H20","HEEBO-042-HCC42H20","LOC732275","uncharacterized LOC732275",732275
"HEEBO-042-HCC42H21","HEEBO-042-HCC42H21","TMEM48","transmembrane protein 48",55706
"HEEBO-042-HCC42H22","HEEBO-042-HCC42H22","DOK4","docking protein 4",55715
"HEEBO-042-HCC42H23","HEEBO-042-HCC42H23","FTSJD1","FtsJ methyltransferase domain containing 1",55783
"HEEBO-042-HCC42H24","HEEBO-042-HCC42H24","LMBRD1","LMBR1 domain containing 1",55788
"HEEBO-042-HCC42H3","HEEBO-042-HCC42H3","ZNF639","zinc finger protein 639",51193
"HEEBO-042-HCC42H4","HEEBO-042-HCC42H4","MRPL27","mitochondrial ribosomal protein L27",51264
"HEEBO-042-HCC42H5","HEEBO-042-HCC42H5","CECR1","cat eye syndrome chromosome region, candidate 1",51816
"HEEBO-042-HCC42H6","HEEBO-042-HCC42H6","PLA2G1B","phospholipase A2, group IB (pancreas)",5319
"HEEBO-042-HCC42H7","HEEBO-042-HCC42H7","PLOD1","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",5351
"HEEBO-042-HCC42H8","HEEBO-042-HCC42H8","EXOSC9","exosome component 9",5393
"HEEBO-042-HCC42H9","HEEBO-042-HCC42H9","SETD4","SET domain containing 4",54093
"HEEBO-042-HCC42I1","HEEBO-042-HCC42I1","FAM63A","family with sequence similarity 63, member A",55793
"HEEBO-042-HCC42I10","HEEBO-042-HCC42I10","PLXNA4","plexin A4",91584
"HEEBO-042-HCC42I11","HEEBO-042-HCC42I11","RABGGTA","Rab geranylgeranyltransferase, alpha subunit",5875
"HEEBO-042-HCC42I12","HEEBO-042-HCC42I12","RBBP7","retinoblastoma binding protein 7",5931
"HEEBO-042-HCC42I13","HEEBO-042-HCC42I13","S100A5","S100 calcium binding protein A5",6276
"HEEBO-042-HCC42I15","HEEBO-042-HCC42I15","SDF2","stromal cell-derived factor 2",6388
"HEEBO-042-HCC42I16","HEEBO-042-HCC42I16","PRSS22","protease, serine, 22",64063
"HEEBO-042-HCC42I17","HEEBO-042-HCC42I17","GFRA4","GDNF family receptor alpha 4",64096
"HEEBO-042-HCC42I18","HEEBO-042-HCC42I18","KIF9","kinesin family member 9",64147
"HEEBO-042-HCC42I19","HEEBO-042-HCC42I19","SUSD1","sushi domain containing 1",64420
"HEEBO-042-HCC42I20","HEEBO-042-HCC42I20","SGCG","sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)",6445
"HEEBO-042-HCC42I21","HEEBO-042-HCC42I21","FAM113A","family with sequence similarity 113, member A",64773
"HEEBO-042-HCC42I22","HEEBO-042-HCC42I22","","",NA
"HEEBO-042-HCC42I23","HEEBO-042-HCC42I23","##noname##","Transcribed locus",NA
"HEEBO-042-HCC42I24","HEEBO-042-HCC42I24","SOX11","SRY (sex determining region Y)-box 11",6664
"HEEBO-042-HCC42I3","HEEBO-042-HCC42I3","PSEN2","Presenilin 2 (Alzheimer disease 4)",NA
"HEEBO-042-HCC42I4","HEEBO-042-HCC42I4","PSMA1","proteasome (prosome, macropain) subunit, alpha type, 1",5682
"HEEBO-042-HCC42I5","HEEBO-042-HCC42I5","PSMA5","proteasome (prosome, macropain) subunit, alpha type, 5",5686
"HEEBO-042-HCC42I6","HEEBO-042-HCC42I6","MRPS22","mitochondrial ribosomal protein S22",56945
"HEEBO-042-HCC42I7","HEEBO-042-HCC42I7","HHATL","hedgehog acyltransferase-like",57467
"HEEBO-042-HCC42I8","HEEBO-042-HCC42I8","KIAA1524","KIAA1524",57650
"HEEBO-042-HCC42I9","HEEBO-042-HCC42I9","CALCOCO1","calcium binding and coiled-coil domain 1",57658
"HEEBO-042-HCC42J1","HEEBO-042-HCC42J1","TRIM21","tripartite motif containing 21",6737
"HEEBO-042-HCC42J10","HEEBO-042-HCC42J10","CENPM","centromere protein M",79019
"HEEBO-042-HCC42J11","HEEBO-042-HCC42J11","ALG8","asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)",79053
"HEEBO-042-HCC42J12","HEEBO-042-HCC42J12","C19orf42","chromosome 19 open reading frame 42",79086
"HEEBO-042-HCC42J13","HEEBO-042-HCC42J13","TAF1D","TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa",79101
"HEEBO-042-HCC42J14","HEEBO-042-HCC42J14","APOO","apolipoprotein O",79135
"HEEBO-042-HCC42J15","HEEBO-042-HCC42J15","EPS8L3","EPS8-like 3",79574
"HEEBO-042-HCC42J16","HEEBO-042-HCC42J16","MUL1","mitochondrial E3 ubiquitin protein ligase 1",79594
"HEEBO-042-HCC42J18","HEEBO-042-HCC42J18","FAM192A","family with sequence similarity 192, member A",80011
"HEEBO-042-HCC42J2","HEEBO-042-HCC42J2","TCF3","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)",6929
"HEEBO-042-HCC42J21","HEEBO-042-HCC42J21","C16orf59","chromosome 16 open reading frame 59",80178
"HEEBO-042-HCC42J22","HEEBO-042-HCC42J22","","",NA
"HEEBO-042-HCC42J23","HEEBO-042-HCC42J23","EPC1","Enhancer of polycomb homolog 1 (Drosophila)",NA
"HEEBO-042-HCC42J24","HEEBO-042-HCC42J24","CLPTM1L","CLPTM1-like",81037
"HEEBO-042-HCC42J3","HEEBO-042-HCC42J3","TIAL1","TIA1 cytotoxic granule-associated RNA binding protein-like 1",7073
"HEEBO-042-HCC42J4","HEEBO-042-HCC42J4","TNR","tenascin R (restrictin, janusin)",7143
"HEEBO-042-HCC42J5","HEEBO-042-HCC42J5","TSIX","TSIX transcript, XIST antisense RNA (non-protein coding)",9383
"HEEBO-042-HCC42J6","HEEBO-042-HCC42J6","ZNF7","zinc finger protein 7",7553
"HEEBO-042-HCC42J7","HEEBO-042-HCC42J7","ZNF70","zinc finger protein 70",7621
"HEEBO-042-HCC42J8","HEEBO-042-HCC42J8","CA9","carbonic anhydrase IX",768
"HEEBO-042-HCC42J9","HEEBO-042-HCC42J9","DUSP26","dual specificity phosphatase 26 (putative)",78986
"HEEBO-042-HCC42K1","HEEBO-042-HCC42K1","EOMES","eomesodermin",8320
"HEEBO-042-HCC42K10","HEEBO-042-HCC42K10","DIRC2","disrupted in renal carcinoma 2",84925
"HEEBO-042-HCC42K11","HEEBO-042-HCC42K11","OASL","2'-5'-oligoadenylate synthetase-like",8638
"HEEBO-042-HCC42K12","HEEBO-042-HCC42K12","ZNF468","zinc finger protein 468",90333
"HEEBO-042-HCC42K13","HEEBO-042-HCC42K13","ZSCAN2","zinc finger and SCAN domain containing 2",54993
"HEEBO-042-HCC42K14","HEEBO-042-HCC42K14","SLC25A46","solute carrier family 25, member 46",91137
"HEEBO-042-HCC42K15","HEEBO-042-HCC42K15","SYNGR1","synaptogyrin 1",9145
"HEEBO-042-HCC42K16","HEEBO-042-HCC42K16","FAIM3","Fas apoptotic inhibitory molecule 3",9214
"HEEBO-042-HCC42K17","HEEBO-042-HCC42K17","MYO18A","myosin XVIIIA",399687
"HEEBO-042-HCC42K18","HEEBO-042-HCC42K18","LOC92249","uncharacterized LOC92249",92249
"HEEBO-042-HCC42K19","HEEBO-042-HCC42K19","CD9","CD9 molecule",928
"HEEBO-042-HCC42K2","HEEBO-042-HCC42K2","LRRC48","leucine rich repeat containing 48",83450
"HEEBO-042-HCC42K20","HEEBO-042-HCC42K20","B4GALT5","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",9334
"HEEBO-042-HCC42K21","HEEBO-042-HCC42K21","LOC93432","maltase-glucoamylase (alpha-glucosidase) pseudogene",93432
"HEEBO-042-HCC42K22","HEEBO-042-HCC42K22","NRXN2","neurexin 2",9379
"HEEBO-042-HCC42K23","HEEBO-042-HCC42K23","EIF2AK3","eukaryotic translation initiation factor 2-alpha kinase 3",9451
"HEEBO-042-HCC42K3","HEEBO-042-HCC42K3","DYNLRB2","dynein, light chain, roadblock-type 2",83657
"HEEBO-042-HCC42K4","HEEBO-042-HCC42K4","EIF2A","eukaryotic translation initiation factor 2A, 65kDa",83939
"HEEBO-042-HCC42K5","HEEBO-042-HCC42K5","ZIC4","Zic family member 4",84107
